"year","stroke","gender","athlete","results","team_std"
1968,"Butterfly","Men","Ross Elliott Wales",57.2,"USA"
1968,"Butterfly","Men","Vladimir Nemshilov",58.1,"RUS"
1968,"Butterfly","Men","Satoshi Maruya",58.6,"JPN"
1968,"Butterfly","Men","Yuri Suzdaltsev",58.8,"RUS"
1968,"Butterfly","Men","Lutz Stocklasa",58.9,"GER"
1968,"Butterfly","Men","Robert Cusack",59.8,"AUS"
1968,"Freestyle","Men","Michael Vincent Wenden",52.2,"AUS"
1968,"Freestyle","Men","Kenneth Marshall Walsh",52.8,"USA"
1968,"Freestyle","Men","Mark Spitz",53,"USA"
1968,"Freestyle","Men","Robert Bilsland Mcgregor",53.5,"GBR"
1968,"Freestyle","Men","Leonid Ilyichev",53.8,"RUS"
1968,"Freestyle","Men","Georgijs Kuļikovs",53.8,"RUS"
1968,"Freestyle","Men","Luis Alberto Nicolao Yanuzzi",53.9,"ARG"
1968,"Freestyle","Men","Zachary Zorn",53.9,"USA"
1964,"Freestyle","Men","Donald Arthur Schollander",53.4,"USA"
1964,"Freestyle","Men","Robert Bilsland Mcgregor",53.5,"GBR"
1964,"Freestyle","Men","Hans-Joachim Klein",54,"GER"
1964,"Freestyle","Men","Gary Steven Ilman",54,"USA"
1964,"Freestyle","Men","Alain Gottvalles",54.2,"FRA"
1964,"Freestyle","Men","Michael Mackay Austin",54.5,"USA"
1964,"Freestyle","Men","Gyula Dobai",54.9,"HUN"
1964,"Freestyle","Men","Uwe Jacobsen",56.1,"GER"
1964,"Freestyle","Women","Dawn Fraser",59.5,"AUS"
1964,"Freestyle","Women","Sharon Marie Stouder",59.9,"USA"
1960,"Freestyle","Men","John Devitt",55.2,"AUS"
1960,"Freestyle","Men","Lance Melvin Larson",55.1,"USA"
1960,"Freestyle","Men","Manuel Dos Santos Filho",55.4,"BRA"
1960,"Freestyle","Men","Richard Bruce Hunter",55.6,"USA"
1960,"Freestyle","Men","Gyula Dobai",56.3,"HUN"
1960,"Freestyle","Men","Richard W. Pound",56.3,"CAN"
1960,"Freestyle","Men","Aubrey Burer",56.3,"RSA"
1960,"Freestyle","Men","Per-Ola Lindberg",57.1,"SWE"
1956,"Freestyle","Men","Jon Malcolm Henricks",55.4,"AUS"
1956,"Freestyle","Men","John Devitt",55.8,"AUS"
1956,"Freestyle","Men","Gary Chapman",56.7,"AUS"
1956,"Freestyle","Men","Logan Reid Patterson",57.2,"USA"
1956,"Freestyle","Men","Richard Dennis Hanley",57.6,"USA"
1956,"Freestyle","Men","William Tripp Woolsey",57.6,"USA"
1956,"Freestyle","Men","Atsushi Tani",58,"JPN"
1956,"Freestyle","Men","Aldo Eminente",58.1,"FRA"
1952,"Freestyle","Men","Clark Currie Scholes",57.4,"USA"
1952,"Freestyle","Men","Hiroshi Suzuki",57.4,"JPN"
1952,"Freestyle","Men","Göran Larsson",58.2,"SWE"
1952,"Freestyle","Men","Toru Goto",58.5,"JPN"
1952,"Freestyle","Men","Geza Kadas",58.6,"HUN"
1952,"Freestyle","Men","Rex Aubrey",58.7,"AUS"
1952,"Freestyle","Men","Aldo Eminente",58.7,"FRA"
1952,"Freestyle","Men","Ronald Francis Gora",58.8,"USA"
1948,"Freestyle","Men","Walter Stephen Ris",57.3,"USA"
1948,"Freestyle","Men","Alan Robert Ford",57.8,"USA"
1948,"Freestyle","Men","Geza Kadas",58.1,"HUN"
1948,"Freestyle","Men","Keith Eyre Carter",58.3,"USA"
1948,"Freestyle","Men","Alexandre Jany",58.3,"FRA"
1948,"Freestyle","Men","Per-Olof Olsson",59.3,"SWE"
1948,"Freestyle","Men","Zoltan Szilard",59.6,"HUN"
1936,"Freestyle","Men","Ferenc Csik",57.6,"HUN"
1936,"Freestyle","Men","Masanori Yusa",57.9,"JPN"
1936,"Freestyle","Men","Shigeo Arai",58,"JPN"
1936,"Freestyle","Men","Masaharu Taguchi",58.1,"JPN"
1936,"Freestyle","Men","Helmuth Fischer",59.3,"GER"
1936,"Freestyle","Men","Peter Joseph Fick",59.7,"USA"
1936,"Freestyle","Men","Arthur Lindegren",59.9,"USA"
1932,"Freestyle","Men","Yasuji Mioyazaki",58.2,"JPN"
1932,"Freestyle","Men","Tatsugo Kawaishi",58.6,"JPN"
1932,"Freestyle","Men","Albert Schwartz",58.8,"USA"
1932,"Freestyle","Men","Manuella Kalili",59.2,"USA"
1932,"Freestyle","Men","Zenjiro Takahashi",59.2,"JPN"
1932,"Freestyle","Men","Raymond Webb Jr. Thompson",59.5,"USA"
1928,"Freestyle","Men","Johnny Weissmuller",58.6,"USA"
1928,"Freestyle","Men","Istvan Barany",59.8,"HUN"
1924,"Freestyle","Men","Johnny Weissmuller",59,"USA"
